Name: STRATO3, HW Version: 1.0, SW Version: 1.2, SN: 1001003000152
#;Up-Time;UTC;Date;RMC Valid;Sats in use;Latitude;Longitude;Speed over Ground [knots];Speed over Ground [km/h];Course over Ground;Altitude NN [m];Board: Temp [C];Extern: Temp [C];Extern: Hum [perc];Extern: Press [hPa];Batt Voltage [V];Logger Status
$;00:05:45;08:57:19;16.06.2022;Y;08;53 04.34745 N;007 23.97313 E;0.161;0.2;;21.8;39.125;24.625;50.72;1025.270;9.2;66673
$;00:05:47;08:57:21;16.06.2022;Y;08;53 04.34797 N;007 23.97240 E;0.471;0.8;;20.3;39.250;24.625;50.194;1025.300;9.2;66673
$;00:05:49;08:57:23;16.06.2022;Y;08;53 04.34816 N;007 23.97183 E;0.975;1.8;;19.5;39.375;24.500;59.563;1025.150;9.2;66673
$;00:05:51;08:57:25;16.06.2022;Y;08;53 04.34819 N;007 23.97115 E;1.538;2.8;;19.3;39.625;24.625;50.255;1025.300;9.2;66673
$;00:05:53;08:57:27;16.06.2022;Y;08;53 04.34786 N;007 23.97114 E;1.447;2.6;;19.8;39.375;24.750;50.514;1025.160;9.2;66673
$;00:05:55;08:57:29;16.06.2022;Y;08;53 04.34794 N;007 23.97038 E;0.968;1.7;;19.7;39.250;24.750;49.744;1025.280;9.2;66673
$;00:05:57;08:57:31;16.06.2022;Y;08;53 04.34731 N;007 23.97243 E;3.685;6.8;;22.2;39.125;24.625;49.583;1025.180;9.2;66673
$;00:05:59;08:57:33;16.06.2022;Y;07;53 04.34642 N;007 23.97343 E;0.620;1.1;;24.3;38.875;24.625;49.767;1025.199;9.2;66673
$;00:06:01;08:57:35;16.06.2022;Y;07;53 04.34630 N;007 23.97411 E;0.704;1.3;;26.9;38.750;24.625;49.820;1025.250;9.2;66673
$;00:06:03;08:57:37;16.06.2022;Y;08;53 04.34662 N;007 23.97589 E;2.322;4.3;;31.8;38.750;24.625;49.828;1025.270;9.2;66673
$;00:06:05;08:57:39;16.06.2022;Y;08;53 04.34832 N;007 23.97871 E;4.937;9.1;70.36;40.1;38.625;24.500;49.713;1025.170;9.2;66673
$;00:06:07;08:57:41;16.06.2022;Y;08;53 04.34879 N;007 23.97922 E;0.910;1.6;;40.2;38.500;24.375;50.163;1025.390;9.2;66673
$;00:06:09;08:57:43;16.06.2022;Y;08;53 04.34856 N;007 23.97949 E;1.554;2.8;;37.7;38.750;24.375;50.537;1025.189;9.2;66673
$;00:06:11;08:57:45;16.06.2022;Y;08;53 04.34799 N;007 23.97845 E;1.370;2.5;;38.2;38.750;24.375;51.224;1025.160;9.2;66673
$;00:06:13;08:57:47;16.06.2022;Y;08;53 04.34770 N;007 23.97799 E;0.647;1.1;;38.7;38.875;24.500;59.715;1025.250;9.2;66673
$;00:06:15;08:57:49;16.06.2022;Y;08;53 04.34780 N;007 23.97831 E;0.933;1.7;;39.7;39.125;24.875;52.490;1025.109;9.2;66673
$;00:06:17;08:57:51;16.06.2022;Y;08;53 04.34722 N;007 23.97715 E;2.750;5.0;;39.4;39.125;24.875;50.873;1025.189;9.2;66673
$;00:06:19;08:57:53;16.06.2022;Y;06;53 04.34687 N;007 23.97721 E;0.070;0.1;;41.3;38.875;24.750;58.601;1025.20;9.2;66673
$;00:06:21;08:57:55;16.06.2022;Y;06;53 04.34708 N;007 23.97636 E;0.880;1.6;;40.7;38.875;24.875;50.568;1025.130;9.2;66673
$;00:06:23;08:57:57;16.06.2022;Y;06;53 04.34713 N;007 23.97494 E;1.000;1.8;;38.7;39.0;24.875;50.423;1025.260;9.2;66673
$;00:06:25;08:57:59;16.06.2022;Y;07;53 04.34586 N;007 23.97360 E;1.479;2.7;;39.5;38.750;24.500;50.468;1025.250;9.2;66673
$;00:06:27;08:58:01;16.06.2022;Y;07;53 04.34533 N;007 23.97252 E;0.877;1.6;;38.7;38.750;24.500;50.591;1025.310;9.2;66673
$;00:06:29;08:58:03;16.06.2022;Y;05;53 04.34523 N;007 23.97262 E;0.199;0.3;;39.1;38.750;24.500;57.442;1025.199;9.2;66673
$;00:06:31;08:58:05;16.06.2022;Y;05;53 04.34532 N;007 23.97135 E;0.825;1.5;;37.2;39.0;24.500;52.689;1025.199;9.2;66673
$;00:06:33;08:58:07;16.06.2022;Y;06;53 04.34478 N;007 23.97110 E;2.488;4.6;;37.3;38.875;24.375;50.514;1025.130;9.2;66673
$;00:06:35;08:58:09;16.06.2022;Y;06;53 04.34397 N;007 23.97117 E;2.783;5.1;;38.0;39.250;24.250;54.47;1025.219;9.2;66673
$;00:06:37;08:58:11;16.06.2022;Y;07;53 04.34559 N;007 23.97124 E;1.242;2.3;;35.8;39.250;24.375;50.667;1025.329;9.2;66673
$;00:06:39;08:58:13;16.06.2022;Y;07;53 04.34654 N;007 23.97085 E;1.109;2.0;;34.9;39.125;24.250;50.476;1025.260;9.2;66673
$;00:06:41;08:58:15;16.06.2022;Y;06;53 04.34678 N;007 23.97094 E;0.243;0.4;;34.8;39.0;24.250;50.423;1025.290;9.2;66673
$;00:06:43;08:58:17;16.06.2022;Y;07;53 04.34776 N;007 23.97155 E;2.075;3.8;;37.2;38.875;24.250;50.560;1025.359;9.2;66673
$;00:06:45;08:58:19;16.06.2022;Y;07;53 04.34896 N;007 23.97289 E;0.506;0.9;;37.8;38.750;24.125;50.667;1025.260;9.2;66673
$;00:06:47;08:58:21;16.06.2022;Y;07;53 04.34914 N;007 23.97318 E;0.041;0.0;;36.8;38.750;24.0;52.650;1025.150;9.2;66673
$;00:06:49;08:58:23;16.06.2022;Y;05;53 04.34963 N;007 23.97214 E;3.185;5.8;;37.0;39.250;24.0;51.483;1025.420;9.2;66673
$;00:06:51;08:58:25;16.06.2022;Y;05;53 04.34987 N;007 23.97016 E;1.709;3.1;;37.4;38.750;24.0;52.124;1025.420;9.2;66673
$;00:06:53;08:58:27;16.06.2022;Y;06;53 04.35032 N;007 23.96735 E;2.007;3.7;;33.8;38.875;24.0;51.231;1025.310;9.2;66673
$;00:06:55;08:58:29;16.06.2022;Y;07;53 04.35174 N;007 23.96709 E;0.581;1.0;;30.4;38.500;24.0;50.339;1025.280;9.2;66673
$;00:06:57;08:58:31;16.06.2022;Y;07;53 04.35257 N;007 23.96691 E;0.216;0.4;;24.0;38.625;23.875;47.958;1025.270;9.2;66673
$;00:06:59;08:58:33;16.06.2022;Y;07;53 04.35313 N;007 23.96758 E;1.823;3.3;;19.8;38.875;24.125;51.33;1024.880;9.2;66673
$;00:07:01;08:58:35;16.06.2022;Y;07;53 04.35283 N;007 23.96749 E;1.373;2.5;;20.3;39.500;23.875;50.415;1025.30;9.2;66673
$;00:07:03;08:58:37;16.06.2022;Y;07;53 04.35298 N;007 23.96681 E;0.964;1.7;;23.6;39.125;23.875;46.402;1025.339;9.2;66673
$;00:07:05;08:58:39;16.06.2022;Y;06;53 04.35210 N;007 23.96712 E;1.554;2.8;;27.5;39.125;23.875;46.852;1025.430;9.2;66673
$;00:07:07;08:58:41;16.06.2022;Y;08;53 04.35186 N;007 23.96691 E;2.600;4.8;37.51;27.7;38.875;23.875;47.546;1025.280;9.2;66673
$;00:07:09;08:58:43;16.06.2022;Y;07;53 04.35142 N;007 23.96646 E;0.312;0.5;;27.0;38.750;23.875;51.865;1025.99;9.2;66673
$;00:07:11;08:58:45;16.06.2022;Y;07;53 04.35116 N;007 23.96653 E;0.229;0.4;;24.2;39.125;24.0;48.340;1025.250;9.2;66673
$;00:07:13;08:58:47;16.06.2022;Y;07;53 04.35112 N;007 23.96670 E;0.438;0.8;;24.4;39.250;23.875;52.956;1025.199;9.2;66673
$;00:07:15;08:58:49;16.06.2022;Y;07;53 04.35050 N;007 23.96762 E;0.602;1.1;;24.7;39.375;24.125;52.879;1025.119;9.2;66673
$;00:07:17;08:58:51;16.06.2022;Y;08;53 04.35022 N;007 23.96766 E;0.252;0.4;;25.8;39.625;24.125;53.383;1025.89;9.2;66673
$;00:07:19;08:58:53;16.06.2022;Y;08;53 04.34954 N;007 23.96822 E;1.432;2.6;134.96;25.2;39.875;24.125;53.337;1025.99;9.2;66673
$;00:07:21;08:58:55;16.06.2022;Y;08;53 04.34856 N;007 23.96895 E;3.058;5.6;;29.1;39.750;24.125;53.574;1025.79;9.2;66673
$;00:07:23;08:58:57;16.06.2022;Y;08;53 04.34831 N;007 23.97000 E;0.517;0.9;;30.5;39.875;24.500;52.818;1025.219;9.2;66673
$;00:07:25;08:58:59;16.06.2022;Y;08;53 04.34793 N;007 23.96978 E;0.263;0.4;;29.2;39.375;24.500;49.263;1025.349;9.2;66673
$;00:07:27;08:59:01;16.06.2022;Y;08;53 04.34817 N;007 23.97033 E;1.598;2.9;;27.6;39.375;24.250;49.484;1025.209;9.2;66673
$;00:07:29;08:59:03;16.06.2022;Y;08;53 04.34873 N;007 23.97094 E;0.751;1.3;;23.9;39.250;24.250;49.667;1025.250;9.1;66673
$;00:07:31;08:59:05;16.06.2022;Y;07;53 04.34937 N;007 23.97068 E;1.816;3.3;;22.8;39.250;24.0;50.56;1025.229;9.2;66673
$;00:07:33;08:59:07;16.06.2022;Y;08;53 04.35025 N;007 23.96965 E;1.551;2.8;;20.7;39.0;24.0;50.934;1025.199;9.1;66673
$;00:07:35;08:59:09;16.06.2022;Y;08;53 04.35085 N;007 23.96853 E;1.720;3.1;;20.4;38.875;24.0;51.86;1025.260;9.2;66673
$;00:07:37;08:59:11;16.06.2022;Y;08;53 04.35057 N;007 23.96843 E;0.609;1.1;;17.9;38.750;23.875;50.156;1025.199;9.2;66673
$;00:07:39;08:59:13;16.06.2022;Y;08;53 04.35024 N;007 23.96863 E;0.221;0.4;;16.2;38.875;23.875;47.646;1025.170;9.2;66673
$;00:07:41;08:59:15;16.06.2022;Y;08;53 04.34978 N;007 23.96962 E;0.666;1.2;;17.4;38.625;23.875;46.36;1025.219;9.1;66673
$;00:07:43;08:59:17;16.06.2022;Y;08;53 04.34909 N;007 23.96954 E;0.387;0.7;;18.7;38.625;23.875;45.525;1025.180;9.2;66673
$;00:07:45;08:59:19;16.06.2022;Y;08;53 04.34912 N;007 23.96946 E;1.023;1.8;;21.9;38.625;23.750;45.990;1025.310;9.2;66673
$;00:07:47;08:59:21;16.06.2022;Y;08;53 04.34937 N;007 23.96895 E;0.117;0.2;;22.5;38.625;23.750;46.364;1025.199;9.2;66673
$;00:07:49;08:59:23;16.06.2022;Y;08;53 04.34983 N;007 23.96852 E;1.176;2.1;;23.9;38.375;23.750;46.639;1025.199;9.2;66673
$;00:07:51;08:59:25;16.06.2022;Y;08;53 04.35021 N;007 23.96734 E;0.311;0.5;;23.3;38.250;23.625;46.974;1025.300;9.1;66673
$;00:07:53;08:59:27;16.06.2022;Y;08;53 04.35040 N;007 23.96694 E;0.641;1.1;;22.8;38.125;23.625;47.447;1025.89;9.2;66673
$;00:07:55;08:59:29;16.06.2022;Y;08;53 04.35048 N;007 23.96689 E;0.741;1.3;;21.8;38.250;23.625;47.806;1025.300;9.2;66673
$;00:07:57;08:59:31;16.06.2022;Y;08;53 04.35035 N;007 23.96639 E;0.180;0.3;;22.0;38.250;23.625;48.470;1025.150;9.2;66673
$;00:07:59;08:59:33;16.06.2022;Y;08;53 04.34977 N;007 23.96587 E;1.123;2.0;;23.4;38.250;23.500;48.782;1025.280;9.2;66673
$;00:08:01;08:59:35;16.06.2022;Y;08;53 04.34979 N;007 23.96575 E;2.217;4.1;;24.1;38.250;23.375;49.34;1025.180;9.1;66673
$;00:08:03;08:59:37;16.06.2022;Y;08;53 04.35039 N;007 23.96622 E;1.327;2.4;;23.1;38.125;23.375;49.301;1025.209;9.1;66673
$;00:08:05;08:59:39;16.06.2022;Y;08;53 04.35045 N;007 23.96610 E;0.587;1.0;;22.9;38.125;23.500;49.507;1025.180;9.1;66673
$;00:08:07;08:59:41;16.06.2022;Y;08;53 04.35023 N;007 23.96598 E;0.455;0.8;;22.7;38.125;23.250;49.393;1025.199;9.1;66673
$;00:08:09;08:59:43;16.06.2022;Y;08;53 04.34995 N;007 23.96575 E;0.193;0.3;;23.6;38.625;23.375;49.355;1025.119;9.1;66673
$;00:08:11;08:59:45;16.06.2022;Y;08;53 04.34942 N;007 23.96570 E;0.225;0.4;;23.7;38.500;23.375;49.316;1025.290;9.2;66673
$;00:08:13;08:59:47;16.06.2022;Y;08;53 04.34885 N;007 23.96596 E;0.638;1.1;;22.9;38.375;23.250;49.370;1025.89;9.1;66673
$;00:08:15;08:59:49;16.06.2022;Y;08;53 04.34846 N;007 23.96713 E;3.536;6.5;;21.8;38.250;23.125;49.660;1025.79;9.1;66673
$;00:08:17;08:59:51;16.06.2022;Y;08;53 04.34869 N;007 23.96742 E;0.896;1.6;;20.7;38.250;23.125;49.797;1025.170;9.1;66673
$;00:08:19;08:59:53;16.06.2022;Y;08;53 04.34815 N;007 23.96699 E;1.182;2.1;;22.1;38.250;23.0;49.934;1025.189;9.1;66673
$;00:08:21;08:59:55;16.06.2022;Y;08;53 04.34792 N;007 23.96656 E;0.176;0.3;;21.9;38.625;23.0;49.896;1025.170;9.1;66673
$;00:08:23;08:59:57;16.06.2022;Y;07;53 04.34802 N;007 23.96628 E;0.310;0.5;;22.4;38.875;23.0;49.896;1025.89;9.1;66673
$;00:08:25;08:59:59;16.06.2022;Y;07;53 04.34778 N;007 23.96636 E;0.539;0.9;;23.8;39.125;22.875;49.957;1025.310;9.1;66673
$;00:08:27;09:00:01;16.06.2022;Y;07;53 04.34782 N;007 23.96609 E;0.660;1.2;;24.1;39.250;22.875;50.11;1025.189;9.1;66673
$;00:08:29;09:00:03;16.06.2022;Y;07;53 04.34753 N;007 23.96554 E;0.363;0.6;;24.8;38.750;23.0;50.133;1025.160;9.1;66673
$;00:08:31;09:00:05;16.06.2022;Y;08;53 04.34757 N;007 23.96548 E;0.187;0.3;;26.0;38.500;22.875;50.270;1025.369;9.1;66673
$;00:08:33;09:00:07;16.06.2022;Y;08;53 04.34730 N;007 23.96560 E;0.304;0.5;;26.3;38.375;22.875;50.385;1025.219;9.1;66673
$;00:08:35;09:00:09;16.06.2022;Y;08;53 04.34690 N;007 23.96581 E;0.320;0.5;;26.7;39.0;23.0;50.537;1025.170;9.1;66673
$;00:08:37;09:00:11;16.06.2022;Y;08;53 04.34651 N;007 23.96617 E;0.390;0.7;;26.4;39.250;22.750;50.766;1025.170;9.1;66673
$;00:08:39;09:00:13;16.06.2022;Y;08;53 04.34595 N;007 23.96639 E;0.442;0.8;;27.5;39.125;22.750;50.850;1025.349;9.1;66673
$;00:08:41;09:00:15;16.06.2022;Y;08;53 04.34553 N;007 23.96668 E;0.722;1.3;;29.7;39.375;22.625;51.193;1025.89;9.1;66673
$;00:08:43;09:00:17;16.06.2022;Y;08;53 04.34516 N;007 23.96670 E;0.426;0.7;;30.4;39.375;22.750;51.460;1025.140;9.1;66673
$;00:08:45;09:00:19;16.06.2022;Y;08;53 04.34457 N;007 23.96764 E;4.138;7.6;134.90;32.3;39.500;22.875;51.575;1025.319;9.1;66673
$;00:08:47;09:00:21;16.06.2022;Y;08;53 04.34386 N;007 23.96753 E;1.766;3.2;;33.2;39.500;22.625;51.643;1025.180;9.1;66673
$;00:08:49;09:00:23;16.06.2022;Y;08;53 04.34368 N;007 23.96771 E;0.364;0.6;;33.9;39.125;22.875;51.758;1025.89;9.1;66673
$;00:08:51;09:00:25;16.06.2022;Y;08;53 04.34344 N;007 23.96828 E;0.507;0.9;;33.1;39.0;22.625;51.590;1025.209;9.1;66673
$;00:08:53;09:00:27;16.06.2022;Y;08;53 04.34385 N;007 23.96872 E;1.446;2.6;;34.7;39.0;22.625;51.819;1025.280;9.1;66673
$;00:08:55;09:00:29;16.06.2022;Y;08;53 04.34447 N;007 23.96873 E;1.571;2.9;;35.3;38.875;22.625;51.857;1025.380;9.1;66673
$;00:08:57;09:00:31;16.06.2022;Y;07;53 04.34522 N;007 23.96743 E;2.830;5.2;;36.5;38.750;22.625;51.849;1025.280;9.1;66673
$;00:08:59;09:00:33;16.06.2022;Y;07;53 04.34491 N;007 23.96594 E;1.190;2.2;;37.1;39.125;22.625;51.430;1025.219;9.1;66673
$;00:09:01;09:00:35;16.06.2022;Y;07;53 04.34470 N;007 23.96605 E;1.612;2.9;;36.2;38.750;22.625;51.476;1025.310;9.1;66673
$;00:09:03;09:00:37;16.06.2022;Y;07;53 04.34453 N;007 23.96577 E;0.170;0.3;;35.2;39.125;22.625;51.353;1025.79;9.1;66673
$;00:09:05;09:00:39;16.06.2022;Y;07;53 04.34437 N;007 23.96579 E;0.277;0.5;;34.4;38.875;22.625;51.483;1025.170;9.1;66673
$;00:09:07;09:00:41;16.06.2022;Y;07;53 04.34433 N;007 23.96592 E;0.846;1.5;;33.5;39.125;22.500;51.575;1025.199;9.1;66673
$;00:09:09;09:00:43;16.06.2022;Y;08;53 04.34443 N;007 23.96570 E;0.328;0.6;;32.9;39.375;22.500;51.712;1025.209;9.1;66673
$;00:09:11;09:00:45;16.06.2022;Y;08;53 04.34503 N;007 23.96569 E;1.528;2.8;;36.5;39.500;22.500;51.865;1025.160;9.1;66673
$;00:09:13;09:00:47;16.06.2022;Y;08;53 04.34494 N;007 23.96575 E;0.382;0.7;;37.2;39.750;22.500;52.94;1025.170;9.1;66673
$;00:09:15;09:00:49;16.06.2022;Y;08;53 04.34479 N;007 23.96569 E;0.232;0.4;;36.9;39.875;22.625;51.865;1025.260;9.1;66673
$;00:09:17;09:00:51;16.06.2022;Y;08;53 04.34525 N;007 23.96599 E;1.452;2.6;;38.3;39.375;22.375;51.712;1025.239;9.1;66673
$;00:09:19;09:00:53;16.06.2022;Y;08;53 04.34648 N;007 23.96623 E;0.865;1.6;;42.8;39.125;22.500;51.575;1025.239;9.1;66673
$;00:09:21;09:00:55;16.06.2022;Y;07;53 04.34653 N;007 23.96677 E;1.232;2.2;;46.9;39.125;22.500;51.613;1025.119;9.1;66673
$;00:09:23;09:00:57;16.06.2022;Y;06;53 04.34700 N;007 23.96626 E;0.076;0.1;;45.0;39.250;22.500;51.857;1025.180;9.1;66673
$;00:09:25;09:00:59;16.06.2022;Y;06;53 04.34758 N;007 23.96715 E;0.600;1.1;;42.7;39.625;22.500;51.704;1025.160;9.1;66673
$;00:09:27;09:01:01;16.06.2022;Y;06;53 04.34644 N;007 23.96812 E;3.529;6.5;;44.6;39.375;22.250;51.666;1025.79;9.1;66673
$;00:09:29;09:01:03;16.06.2022;Y;06;53 04.34553 N;007 23.96668 E;1.042;1.9;;46.7;39.375;22.375;51.567;1025.150;9.1;66673
$;00:09:31;09:01:05;16.06.2022;Y;06;53 04.34535 N;007 23.96683 E;2.274;4.2;;46.6;39.500;22.375;51.575;1025.260;9.1;66673
$;00:09:33;09:01:07;16.06.2022;Y;07;53 04.34539 N;007 23.96828 E;3.905;7.2;;49.0;39.0;22.375;51.552;1025.339;9.1;66673
$;00:09:35;09:01:09;16.06.2022;Y;08;53 04.34651 N;007 23.96820 E;2.735;5.0;;46.1;39.125;22.375;51.506;1025.310;9.1;66673
$;00:09:37;09:01:11;16.06.2022;Y;07;53 04.34639 N;007 23.96679 E;5.253;9.7;;46.7;39.0;22.250;51.270;1025.300;9.1;66673
$;00:09:39;09:01:13;16.06.2022;Y;07;53 04.34581 N;007 23.96953 E;5.950;11.0;126.73;46.7;38.875;22.375;50.926;1025.260;9.1;66673
$;00:09:41;09:01:15;16.06.2022;Y;07;53 04.34578 N;007 23.97301 E;1.935;3.5;;52.9;38.875;22.375;51.193;1025.189;9.1;66673
$;00:09:43;09:01:17;16.06.2022;Y;07;53 04.34514 N;007 23.97444 E;2.862;5.3;;58.1;38.750;22.250;50.697;1025.199;9.1;66673
$;00:09:45;09:01:19;16.06.2022;Y;06;53 04.34484 N;007 23.97381 E;0.628;1.1;;59.1;38.750;22.250;50.644;1025.339;9.1;66673
$;00:09:47;09:01:21;16.06.2022;Y;07;53 04.34389 N;007 23.97475 E;2.090;3.8;;59.0;38.500;22.375;50.438;1025.280;9.1;66673
$;00:09:49;09:01:23;16.06.2022;Y;07;53 04.34201 N;007 23.97330 E;3.977;7.3;;57.2;38.625;22.250;50.499;1025.239;9.1;66673
$;00:09:51;09:01:25;16.06.2022;Y;06;53 04.33998 N;007 23.97086 E;3.988;7.3;;51.6;38.500;22.250;50.507;1025.160;9.1;66673
$;00:09:53;09:01:27;16.06.2022;Y;06;53 04.33813 N;007 23.97135 E;4.815;8.9;;44.7;38.375;22.375;49.362;1025.280;9.1;66673
$;00:09:55;09:01:29;16.06.2022;Y;06;53 04.33650 N;007 23.97122 E;2.811;5.2;;37.2;38.500;22.250;49.194;1025.89;9.1;66673
$;00:09:57;09:01:31;16.06.2022;N;NA;NA;NA;NA;NA;NA;NA;38.500;22.250;49.149;1025.319;9.1;66609
$;00:09:59;09:01:33;16.06.2022;Y;06;53 04.33143 N;007 23.96653 E;4.788;8.8;;23.2;38.375;22.250;49.194;1025.420;9.1;66673
$;00:10:01;09:01:35;16.06.2022;Y;06;53 04.33062 N;007 23.96575 E;4.356;8.0;;19.7;38.250;22.250;49.538;1025.270;9.1;66673
$;00:10:03;09:01:37;16.06.2022;Y;05;53 04.32622 N;007 23.96488 E;7.290;13.5;174.86;7.6;38.250;22.125;49.454;1025.260;9.1;66673
$;00:10:05;09:01:39;16.06.2022;Y;05;53 04.32354 N;007 23.95962 E;8.559;15.8;;-3.9;38.125;22.250;49.347;1025.180;9.1;66673
$;00:10:07;09:01:41;16.06.2022;Y;05;53 04.32298 N;007 23.95233 E;8.900;16.4;;-9.5;38.250;22.125;49.141;1025.199;9.1;66673
$;00:10:09;09:01:43;16.06.2022;Y;06;53 04.32125 N;007 23.95042 E;6.631;12.2;;-20.4;38.125;22.250;49.278;1025.150;9.1;66673
$;00:10:11;09:01:45;16.06.2022;Y;06;53 04.32004 N;007 23.94968 E;3.017;5.5;;-34.9;38.125;22.125;48.973;1025.260;9.1;66673
$;00:10:13;09:01:47;16.06.2022;Y;05;53 04.31691 N;007 23.94602 E;7.790;14.4;;-50.0;38.125;22.125;48.927;1025.349;9.1;66673
$;00:10:15;09:01:49;16.06.2022;Y;06;53 04.28009 N;007 23.93544 E;16.271;30.1;195.36;-148.2;38.125;22.125;48.821;1025.140;9.1;66673
$;00:10:17;09:01:51;16.06.2022;Y;06;53 04.26515 N;007 23.93139 E;17.732;32.8;193.70;-186.2;38.125;22.0;48.630;1025.310;9.1;66673
$;00:10:19;09:01:53;16.06.2022;Y;07;53 04.25493 N;007 23.93005 E;17.154;31.7;190.59;-217.1;38.0;22.125;47.524;1025.239;9.1;66673
$;00:10:21;09:01:55;16.06.2022;N;NA;NA;NA;NA;NA;NA;NA;37.875;22.0;47.607;1025.260;9.1;66609
$;00:10:23;09:01:57;16.06.2022;N;NA;NA;NA;NA;NA;NA;NA;37.875;22.125;47.806;1025.189;9.1;66609
$;00:10:25;09:01:59;16.06.2022;Y;05;53 04.22397 N;007 23.92562 E;14.785;27.3;174.55;-287.7;37.875;22.125;47.966;1025.170;9.1;66673
$;00:10:27;09:02:01;16.06.2022;Y;05;53 04.21893 N;007 23.92539 E;15.968;29.5;186.03;-304.9;37.875;22.125;48.126;1025.280;9.1;66673
$;00:10:29;09:02:03;16.06.2022;Y;05;53 04.21677 N;007 23.92544 E;14.121;26.1;185.82;-314.9;37.875;22.0;48.218;1025.280;9.1;66673
$;00:10:31;09:02:05;16.06.2022;Y;05;53 04.22083 N;007 23.93160 E;16.250;30.0;158.33;-307.0;37.875;22.0;48.409;1025.219;9.1;66673
$;00:10:33;09:02:07;16.06.2022;Y;06;53 04.21486 N;007 23.93169 E;6.502;12.0;;-327.8;37.750;22.0;48.546;1025.209;9.1;66673
$;00:10:35;09:02:09;16.06.2022;Y;07;53 04.21052 N;007 23.93421 E;8.246;15.2;191.04;-344.1;37.875;22.0;48.943;1025.239;9.1;66673
$;00:10:37;09:02:11;16.06.2022;Y;06;53 04.20467 N;007 23.93288 E;11.329;20.9;198.42;-366.9;37.875;22.0;49.95;1025.209;9.1;66673
$;00:10:39;09:02:13;16.06.2022;Y;06;53 04.19989 N;007 23.93019 E;6.236;11.5;;-391.2;37.750;22.125;49.126;1025.270;9.1;66673
$;00:10:41;09:02:15;16.06.2022;Y;06;53 04.19763 N;007 23.92466 E;6.767;12.5;;-419.2;37.625;22.0;49.423;1025.199;9.1;66673
$;00:10:43;09:02:17;16.06.2022;Y;05;53 04.19529 N;007 23.91795 E;10.268;19.0;224.57;-444.5;37.625;22.0;49.583;1025.189;9.1;66673
$;00:10:45;09:02:19;16.06.2022;Y;05;53 04.18870 N;007 23.91646 E;13.360;24.7;203.89;-456.5;37.750;22.125;49.789;1025.319;9.1;66673
$;00:10:47;09:02:21;16.06.2022;Y;05;53 04.18425 N;007 23.91444 E;10.451;19.3;192.71;-466.0;37.625;22.0;49.950;1025.270;9.1;66673
$;00:10:49;09:02:23;16.06.2022;Y;05;53 04.17937 N;007 23.91921 E;12.074;22.3;166.90;-469.5;37.750;21.875;50.186;1025.199;9.1;66673
$;00:10:51;09:02:25;16.06.2022;Y;05;53 04.17812 N;007 23.92084 E;8.492;15.7;177.01;-468.8;37.625;22.125;50.346;1025.160;9.1;66673
$;00:10:53;09:02:27;16.06.2022;Y;05;53 04.17812 N;007 23.92410 E;6.633;12.2;;-461.5;37.625;22.0;50.194;1025.160;9.1;66673
$;00:10:55;09:02:29;16.06.2022;Y;05;53 04.17979 N;007 23.92701 E;3.080;5.7;;-456.0;37.500;22.0;50.400;1025.189;9.1;66673
$;00:10:57;09:02:31;16.06.2022;Y;04;53 04.18562 N;007 23.92994 E;2.130;3.9;;-442.1;37.500;22.0;51.25;1025.219;9.1;66673
$;00:10:59;09:02:33;16.06.2022;Y;03;53 04.18988 N;007 23.92990 E;5.091;9.4;;-428.4;37.625;22.0;51.109;1025.290;9.1;66673
$;00:11:01;09:02:35;16.06.2022;Y;04;53 04.19445 N;007 23.92759 E;6.494;12.0;;-413.6;37.625;22.0;51.147;1025.260;9.1;66673
$;00:11:03;09:02:37;16.06.2022;N;NA;NA;NA;NA;NA;NA;NA;37.375;22.0;51.216;1025.280;9.1;66609
$;00:11:05;09:02:39;16.06.2022;N;NA;NA;NA;NA;NA;NA;NA;37.375;22.0;51.186;1025.140;9.1;66609
$;00:11:07;09:02:41;16.06.2022;N;NA;NA;NA;NA;NA;NA;NA;37.375;22.125;51.590;1025.239;9.1;66609
$;00:11:09;09:02:43;16.06.2022;N;NA;NA;NA;NA;NA;NA;NA;37.500;22.0;51.857;1025.160;9.1;66609
$;00:11:11;09:02:45;16.06.2022;N;NA;NA;NA;NA;NA;NA;NA;37.500;22.0;51.888;1025.310;9.1;66609
$;00:11:13;09:02:47;16.06.2022;N;NA;NA;NA;NA;NA;NA;NA;37.375;22.0;51.918;1025.339;9.1;66609
$;00:11:15;09:02:49;16.06.2022;N;NA;NA;NA;NA;NA;NA;NA;37.250;22.0;51.926;1025.270;9.1;66609
$;00:11:17;09:02:51;16.06.2022;N;NA;NA;NA;NA;NA;NA;NA;37.375;22.0;51.765;1025.290;9.1;66609
$;00:11:19;09:02:53;16.06.2022;N;NA;NA;NA;NA;NA;NA;NA;37.250;22.125;52.422;1025.290;9.1;66609
$;00:11:21;09:02:55;16.06.2022;N;NA;NA;NA;NA;NA;NA;NA;37.125;22.0;52.574;1025.310;9.1;66609
$;00:11:23;09:02:57;16.06.2022;N;NA;NA;NA;NA;NA;NA;NA;37.125;22.125;51.750;1025.250;9.1;66609
$;00:11:25;09:02:59;16.06.2022;N;NA;NA;NA;NA;NA;NA;NA;37.250;21.875;51.933;1025.180;9.1;66609
$;00:11:27;09:03:01;16.06.2022;N;NA;NA;NA;NA;NA;NA;NA;37.125;21.875;52.261;1025.290;9.1;66609
